 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-197,0.0566473,0.241286,0.275014,0.299847,0.32349,0.346763,0.653239,0.637595,0.639678,0.648907,0.650566,0.663647,0.690434,0.724691,0.759156,0.79382,0.826334,0.855971,0.889561,0.930333,0.991434,1.04494,1.09558,1.1182,1.13781
J-198,13.0202,13.022,13.0716,13.1629,13.3085,13.5079,14.0554,14.4707,14.7721,14.8896,14.9569,14.9897,15.0067,14.9992,15.0226,15.063,15.1274,15.2418,15.408,15.5794,15.6209,15.552,14.8956,14.6125,14.5968
J-199,0.466603,0.482237,0.512796,0.546108,0.590511,0.648017,0.926961,0.995136,1.04046,1.06774,1.09893,1.13423,1.17122,1.20797,1.24512,1.28215,1.31941,1.35783,1.40884,1.45133,1.48409,1.51737,1.51331,1.51127,1.5302
J-2,0.507185,0.56006,0.590687,0.617976,0.641716,0.662915,1.05075,1.01111,0.985187,0.978129,0.981598,0.99989,1.0275,1.06129,1.09264,1.12219,1.14806,1.16747,1.18929,1.21218,1.24873,1.28989,1.37452,1.43406,1.47227
J-20,0.902613,0.947429,0.973833,0.996795,1.01601,1.03255,1.37068,1.33001,1.30294,1.29517,1.29794,1.31449,1.33937,1.36999,1.3979,1.42401,1.44653,1.46242,1.47993,1.49764,1.52899,1.49984,2.4764,1.72011,1.75343
J-200,0.0399112,0.0815953,0.127473,0.1678,0.202855,0.242227,0.788817,0.756243,0.730425,0.718939,0.724067,0.746936,0.779608,0.818497,0.855004,0.889194,0.91948,0.942823,0.97115,1.00033,1.03654,1.07948,1.1648,1.22467,1.26705
J-201,0.0432165,0.0851762,0.131192,0.171672,0.207175,0.246784,0.79472,0.761578,0.7352,0.723374,0.728498,0.751477,0.784255,0.823271,0.859863,0.894141,0.92444,0.947648,0.975878,1.00454,1.04034,1.08309,1.17009,1.23176,1.27545
J-202,0.106623,0.277045,0.310402,0.336025,0.360402,0.384224,0.710393,0.691064,0.689939,0.697821,0.700108,0.714111,0.741323,0.775881,0.810295,0.844653,0.876686,0.905512,0.938219,0.977811,1.03732,1.09025,1.14421,1.17077,1.19138
J-203,0.0973032,0.267356,0.300806,0.326404,0.350717,0.374471,0.70139,0.68169,0.680107,0.687645,0.689817,0.70389,0.731164,0.765786,0.800243,0.834653,0.866716,0.895488,0.928107,0.967428,1.02657,1.07932,1.13423,1.16213,1.18374
J-204,0.227365,0.259053,0.290636,0.321261,0.348225,0.371577,0.552855,0.526613,0.484862,0.461095,0.462613,0.497051,0.54048,0.59836,0.645054,0.683288,0.709162,0.720083,0.801912,0.878392,0.933931,0.964206,1.02553,1.1437,1.20778
J-205,0.269679,0.301734,0.335979,0.368213,0.394991,0.415486,0.592874,0.553721,0.496407,0.461105,0.468059,0.500739,0.544774,0.600831,0.645991,0.68406,0.711764,0.722056,0.803195,0.889151,0.953721,0.979427,1.04194,1.18327,1.25598
J-206,0.682009,0.703774,0.741995,0.774937,0.803919,0.835105,1.30082,1.25352,1.21524,1.19924,1.20249,1.22492,1.25769,1.29795,1.33416,1.36724,1.39513,1.41312,1.43242,1.44859,1.47909,1.44625,2.88718,1.73271,1.7772
J-207,0.15982,0.253906,0.292762,0.326223,0.358522,0.392498,0.745091,0.765906,0.750885,0.727135,0.724994,0.746314,0.77929,0.818507,0.857254,0.893633,0.92612,0.951863,0.988393,1.03424,1.07643,1.11257,1.1523,1.16028,1.20723
J-208,0.2775,0.314762,0.344131,0.374027,0.404038,0.435367,0.757064,0.795163,0.788272,0.760382,0.753618,0.771869,0.803183,0.840812,0.879462,0.916281,0.949793,0.977652,1.01705,1.06554,1.10533,1.13618,1.16431,1.17891,1.2244
J-209,0.663938,0.685943,0.721334,0.751347,0.774691,0.798047,1.22665,1.17326,1.13223,1.11641,1.11863,1.13982,1.17159,1.21113,1.24634,1.27828,1.30485,1.32127,1.33801,1.35285,1.3849,1.43256,1.5602,1.63743,1.68201
J-21,0.853953,0.894961,0.919471,0.940948,0.959049,0.974709,1.28565,1.24873,1.22392,1.21665,1.21886,1.23359,1.25605,1.28389,1.30938,1.33322,1.3537,1.36808,1.38352,1.39904,1.42673,1.45994,1.53935,1.59636,1.63246
J-210,0.57471,0.598884,0.63536,0.666209,0.690472,0.71546,1.15294,1.10005,1.05929,1.04377,1.04629,1.06772,1.0997,1.13945,1.17486,1.20702,1.23381,1.25048,1.26757,1.28278,1.31497,1.36275,1.4895,1.56615,1.61075
J-211,0.558944,0.583283,0.619869,0.650828,0.675664,0.700644,1.13841,1.08425,1.04253,1.02664,1.02926,1.05097,1.08314,1.12312,1.15863,1.19089,1.21766,1.23405,1.25085,1.26505,1.29672,1.31678,2.81147,1.55747,1.60269
J-212,0.20766,0.236022,0.264296,0.293196,0.320247,0.34502,0.573568,0.562921,0.539197,0.520648,0.533343,0.566515,0.607107,0.653045,0.694702,0.732138,0.763814,0.780621,0.835357,0.897259,0.946463,0.981452,1.04746,1.12162,1.16963
J-213,18.3579,17.9509,17.7828,17.8711,18.269,18.9694,20.1151,22.3438,23.9398,24.4936,24.7417,24.7744,24.704,24.4762,24.4138,24.4498,24.6339,25.1287,25.9001,26.792,27.0385,26.6518,22.7237,20.4271,19.6378
J-214,17.1688,16.7494,16.5737,16.6597,17.0619,17.7734,18.9382,21.2135,22.8443,23.4096,23.6628,23.6957,23.6233,23.3896,23.325,23.3611,23.5488,24.0549,24.845,25.7598,26.0142,25.6196,21.5985,19.2464,18.4346
J-215,0.234049,0.270689,0.306412,0.342542,0.380929,0.42408,0.517788,0.609845,0.682453,0.732551,0.779625,0.819085,0.855351,0.887586,0.923468,0.961426,1.0029,1.05286,1.11545,1.17657,1.22577,1.25114,1.18142,1.16571,1.17776
J-216,0.307028,0.307782,0.327914,0.354782,0.383686,0.411741,0.634744,0.659712,0.639521,0.601088,0.60463,0.636047,0.670699,0.706713,0.746549,0.784132,0.818292,0.859304,0.912622,0.979149,1.03089,1.06415,1.07375,1.12088,1.1713
J-217,1.58265,1.59084,1.61853,1.65856,1.70886,1.76738,2.05398,2.1514,2.22088,2.24866,2.28919,2.32779,2.35541,2.36826,2.39907,2.43745,2.48656,2.57152,2.7003,2.85886,2.94877,2.94536,2.57766,2.54205,2.59519
J-218,0.263803,0.278392,0.305549,0.334552,0.361413,0.385526,0.599181,0.576987,0.538002,0.511442,0.512362,0.540811,0.586286,0.644841,0.689972,0.727819,0.755173,0.748566,0.820025,0.898728,0.952977,0.986212,1.06008,1.16068,1.21951
J-219,0.267027,0.283878,0.311756,0.341111,0.368088,0.391889,0.603566,0.57911,0.536606,0.507907,0.506786,0.534996,0.580716,0.640505,0.686266,0.724084,0.750529,0.741836,0.817696,0.90004,0.953924,0.987457,1.06052,1.16573,1.22604
J-22,0.356668,0.386615,0.428347,0.462792,0.489068,0.518099,0.995816,0.93567,0.887413,0.869093,0.87146,0.894404,0.9285,0.971192,1.00851,1.04191,1.06904,1.08395,1.09764,1.10758,1.13927,1.19222,1.34143,1.42645,1.47453
J-220,0.128156,0.166157,0.204708,0.239716,0.271013,0.29958,0.391117,0.41662,0.441884,0.468353,0.50333,0.543533,0.582603,0.621838,0.661085,0.699078,0.735219,0.774389,0.824117,0.872474,0.917511,0.951606,0.98663,1.03486,1.07535
J-221,2.87786,2.9241,2.97319,3.02108,3.06753,3.11302,3.23048,3.28383,3.32908,3.36395,3.40227,3.44228,3.47988,3.51648,3.5554,3.59437,3.63285,3.6765,3.73107,3.78238,3.82167,3.84389,3.83954,3.88031,3.9314
J-222,0.184853,0.202763,0.238911,0.272276,0.299781,0.321872,0.439929,0.435389,0.407385,0.41523,0.463714,0.506643,0.544361,0.578771,0.615446,0.653243,0.692859,0.742126,0.810452,0.883009,0.935602,0.965847,0.946537,1.06365,1.12159
J-223,0.464501,0.480271,0.510875,0.544165,0.588501,0.645872,0.924531,0.992255,1.03725,1.06442,1.09556,1.13086,1.16787,1.20467,1.24185,1.27888,1.3161,1.35443,1.40526,1.44756,1.48027,1.51365,1.51045,1.50891,1.528
J-224,0.548018,0.559526,0.5889,0.622642,0.669542,0.731444,1.01752,1.10023,1.15631,1.18724,1.21993,1.25522,1.29144,1.32633,1.36281,1.39985,1.43817,1.47991,1.53619,1.58489,1.61923,1.64935,1.61736,1.60006,1.61397
J-225,0.267691,0.300473,0.335871,0.368695,0.395306,0.415017,0.585402,0.545176,0.487428,0.455705,0.464789,0.497133,0.541275,0.596576,0.641311,0.679312,0.707498,0.717712,0.800003,0.896344,0.96091,0.986631,1.03462,1.17861,1.25202
J-226,0.539608,0.562363,0.601457,0.633067,0.65782,0.686097,1.15139,1.09279,1.04572,1.02639,1.02786,1.05008,1.08354,1.12552,1.1624,1.19547,1.22251,1.23791,1.25277,1.26495,1.29499,1.34508,1.48958,1.57453,1.62238
J-227,0.663921,0.687,0.726764,0.759422,0.785723,0.815968,1.28737,1.23196,1.18703,1.16828,1.16997,1.19212,1.2254,1.26703,1.30386,1.33705,1.36439,1.3805,1.39637,1.40958,1.43935,1.48821,1.62717,1.7108,1.7595
J-228,0.524417,0.577145,0.607756,0.635136,0.659075,0.680604,1.06912,1.03042,1.00517,0.998325,1.00188,1.02015,1.04771,1.08139,1.11268,1.14223,1.16817,1.1878,1.20994,1.23321,1.26983,1.31076,1.39359,1.45231,1.49027
J-229,0.573307,0.625917,0.656692,0.684349,0.708665,0.730655,1.12076,1.08262,1.05774,1.05092,1.0545,1.07279,1.10034,1.13395,1.16525,1.19484,1.22084,1.2406,1.26293,1.28631,1.32277,1.36337,1.44535,1.50416,1.54265
J-23,0.0856413,0.104099,0.144064,0.181468,0.223397,0.279237,0.820635,0.787729,0.758704,0.746517,0.753203,0.777839,0.81189,0.852331,0.889552,0.923986,0.954074,0.975994,1.00124,1.02366,1.0539,1.09856,1.20057,1.26642,1.31162
J-230,0.291918,0.352959,0.380145,0.406961,0.434734,0.462975,0.74699,0.753299,0.748094,0.727988,0.726457,0.748973,0.780863,0.817259,0.855416,0.891945,0.925352,0.959956,1.00468,1.0619,1.11425,1.15165,1.18526,1.23299,1.27112
J-231,0.472892,0.526422,0.557482,0.584635,0.607566,0.627307,1.01286,0.967357,0.937082,0.928428,0.931486,0.950087,0.978168,1.01277,1.04437,1.07396,1.09948,1.11758,1.13746,1.15762,1.19328,1.16806,2.28061,1.40723,1.44468
J-232,0.466139,0.519689,0.550778,0.577981,0.600987,0.620792,1.00675,0.961327,0.931094,0.922456,0.925548,0.944178,0.972281,1.00689,1.03853,1.06813,1.09369,1.11182,1.13177,1.15198,1.18766,1.15881,2.26526,1.40187,1.43922
J-233,0.272936,0.281859,0.304781,0.330326,0.355829,0.380463,0.62035,0.617155,0.594195,0.56487,0.57327,0.606874,0.643311,0.681995,0.722408,0.75975,0.79268,0.828738,0.878661,0.941119,0.991693,1.02677,1.06856,1.13574,1.18646
J-234,7.96798,7.93029,7.9785,8.06889,8.19603,8.35357,8.8348,9.15564,9.37265,9.44458,9.502,9.53721,9.55381,9.54323,9.56952,9.61358,9.68182,9.81159,10.0019,10.2178,10.2926,10.2221,9.49412,9.32403,9.4026
J-235,0.465292,0.518846,0.549927,0.577144,0.600146,0.619962,1.00599,0.960573,0.930352,0.921723,0.924805,0.943449,0.971549,1.00616,1.03779,1.0674,1.09297,1.1111,1.13107,1.15127,1.18696,1.15776,2.26361,1.4012,1.43854
J-236,0.46103,0.514574,0.545681,0.572927,0.595979,0.615864,1.00221,0.956872,0.926711,0.918091,0.921192,0.939845,0.967968,1.00259,1.03423,1.06386,1.08945,1.10761,1.12763,1.1479,1.18358,1.14985,2.2477,1.3982,1.43536
J-237,0.761264,0.78035,0.819872,0.853699,0.885773,0.926229,1.44556,1.42263,1.40406,1.39427,1.40058,1.42345,1.45534,1.49246,1.52823,1.56227,1.5933,1.61928,1.6513,1.68147,1.71459,1.75265,1.818,1.8736,1.91804
J-238,16.1399,16.1015,16.1536,16.2953,16.5497,16.9218,18.2329,18.9919,19.5288,19.6939,19.7682,19.7839,19.7738,19.7151,19.7213,19.7629,19.8544,20.0518,20.3485,20.6813,20.7505,20.5834,19.201,18.5929,18.5194
J-239,0.233661,0.270196,0.305662,0.341708,0.380314,0.423898,0.517737,0.610885,0.684172,0.735664,0.782863,0.822435,0.85863,0.890654,0.926523,0.964512,1.00606,1.05648,1.11948,1.18108,1.22988,1.25511,1.1823,1.16599,1.17744
J-24,8.25585,8.22615,8.25777,8.34216,8.49143,8.71333,9.63297,10.0833,10.4046,10.5044,10.5536,10.5729,10.5794,10.5574,10.5735,10.6106,10.6772,10.8069,11.0011,11.2199,11.2845,11.2076,10.3878,10.0097,9.95212
J-240,0.216094,0.252596,0.288197,0.324229,0.362565,0.405628,0.49923,0.590439,0.662217,0.712692,0.759686,0.799219,0.835481,0.8677,0.903623,0.941597,0.983044,1.0331,1.09572,1.15702,1.20594,1.23141,1.16143,1.14713,1.1595
J-241,0.622766,0.675434,0.706458,0.734374,0.758964,0.781207,1.17237,1.13412,1.10904,1.10209,1.10564,1.12394,1.15151,1.18517,1.21651,1.24614,1.27216,1.29186,1.3141,1.33725,1.37346,1.4139,1.49647,1.5562,1.59551
J-242,5.34001,5.29112,5.30355,5.36481,5.47838,5.64211,6.09782,6.50567,6.8092,6.89987,6.95073,6.98,7.00204,7.0031,7.02869,7.06895,7.13084,7.2278,7.45412,7.7074,7.79245,7.72407,6.9589,6.62487,6.57857
J-243,10.173,10.1319,10.1667,10.26,10.4145,10.6261,11.1753,11.6672,12.0317,12.1474,12.2104,12.2401,12.257,12.2469,12.2706,12.3137,12.3845,12.5024,12.7493,13.0198,13.0937,12.9947,12.0843,11.7139,11.6952
J-244,0.0643413,0.105398,0.145856,0.182278,0.214575,0.243259,0.322243,0.345329,0.362396,0.39606,0.43657,0.475756,0.514306,0.552893,0.591348,0.629502,0.667411,0.706817,0.755856,0.806281,0.849618,0.884603,0.904386,0.969186,1.01222
J-245,0.0693241,0.10984,0.150023,0.186306,0.218614,0.247425,0.327796,0.351856,0.369572,0.403311,0.444599,0.483915,0.522353,0.560546,0.598836,0.636974,0.675121,0.715136,0.764965,0.816817,0.860625,0.895174,0.910612,0.97429,1.01691
J-246,0.285495,0.290541,0.322425,0.352791,0.376611,0.392715,0.547644,0.516804,0.452117,0.425672,0.48104,0.52497,0.562724,0.596161,0.63228,0.669608,0.710086,0.759298,0.82442,0.906304,0.963772,0.993295,0.983644,1.13354,1.20855
J-247,0.628514,0.680996,0.712082,0.740016,0.764565,0.7867,1.17809,1.13859,1.11256,1.10518,1.10874,1.12731,1.1551,1.18896,1.22036,1.25003,1.27605,1.29549,1.31748,1.33999,1.37587,1.34111,2.42599,1.57313,1.60952
J-248,0.144593,0.31378,0.347596,0.373813,0.398949,0.423657,0.753343,0.735267,0.734561,0.742121,0.744252,0.758267,0.785482,0.819975,0.854465,0.888963,0.921212,0.950313,0.98333,1.02298,1.08177,1.13377,1.18639,1.21433,1.23701
J-249,0.0418211,0.0894081,0.132096,0.170381,0.205103,0.237036,0.298171,0.335414,0.370685,0.406659,0.442941,0.480602,0.519634,0.559524,0.598316,0.636177,0.672941,0.708073,0.749149,0.791591,0.833312,0.872777,0.912279,0.951536,0.983264
J-25,0.351278,0.347712,0.36888,0.395186,0.423373,0.453124,0.744613,0.801917,0.809763,0.784173,0.774336,0.789134,0.817943,0.852571,0.890159,0.926964,0.961786,0.994413,1.03836,1.09357,1.13589,1.16338,1.15369,1.1545,1.19391
J-250,0.0193659,0.0667734,0.109233,0.147218,0.181585,0.213124,0.273646,0.310198,0.344948,0.380682,0.416843,0.454479,0.4935,0.533395,0.572127,0.609873,0.646519,0.681465,0.722461,0.764984,0.807078,0.847047,0.887411,0.926301,0.957041
J-251,0.226637,0.226301,0.256469,0.285705,0.313043,0.338168,0.53792,0.52166,0.491226,0.466194,0.486288,0.529668,0.568387,0.606116,0.647139,0.68505,0.718554,0.759459,0.818647,0.891539,0.947146,0.982281,1.01814,1.10645,1.15533
J-252,0.225944,0.225734,0.2565,0.285836,0.313195,0.338257,0.535623,0.520302,0.489698,0.46395,0.484484,0.528135,0.566697,0.603803,0.644678,0.682593,0.716384,0.758407,0.816555,0.888705,0.943653,0.978489,1.01386,1.10259,1.15258
J-253,0.241011,0.240938,0.27226,0.301807,0.329319,0.354466,0.550555,0.535967,0.505317,0.479126,0.499821,0.543661,0.582124,0.618862,0.65966,0.697607,0.731541,0.7743,0.831909,0.90368,0.95822,0.992812,1.02754,1.11644,1.16734
J-254,0.225013,0.22533,0.256521,0.285929,0.313304,0.338321,0.533994,0.519405,0.488666,0.462401,0.483295,0.527142,0.5656,0.602294,0.643062,0.680993,0.714975,0.757708,0.815346,0.887029,0.941518,0.976133,1.01088,1.0998,1.15069
J-255,3.91051,3.89038,3.91247,3.96628,4.05257,4.16941,4.54267,4.79213,4.97432,5.02436,5.0582,5.08811,5.11867,5.14057,5.17379,5.21362,5.2632,5.32403,5.49608,5.68422,5.75407,5.72129,5.25885,5.08853,5.08799
J-256,0.509568,0.534646,0.572365,0.604105,0.629478,0.656431,1.10646,1.05327,1.01175,0.995714,0.998349,1.02022,1.05268,1.09299,1.12885,1.16139,1.18845,1.20515,1.2222,1.23702,1.26882,1.31695,1.44629,1.5243,1.56992
J-257,0.100289,0.138946,0.177566,0.212568,0.243851,0.272366,0.363544,0.387944,0.411131,0.43668,0.472398,0.512887,0.551889,0.590686,0.629705,0.667741,0.704286,0.744157,0.794184,0.842762,0.888021,0.921847,0.956148,1.00753,1.04911
J-258,3.01379,3.06023,3.10915,3.15679,3.20297,3.2481,3.36475,3.41693,3.46056,3.4947,3.53334,3.57342,3.61089,3.64718,3.68586,3.72473,3.76335,3.80723,3.86174,3.91294,3.9523,3.97443,3.97032,4.013,4.06456
J-259,0.150688,0.285358,0.35793,0.40148,0.437152,0.470826,0.729313,0.776259,0.796271,0.777411,0.759306,0.764514,0.789508,0.821639,0.858836,0.897242,0.934387,0.971153,1.01035,1.05869,1.10109,1.13489,1.14037,1.16053,1.20687
J-26,0.189449,0.236048,0.268958,0.300013,0.328511,0.354748,0.549543,0.527251,0.490591,0.471118,0.474499,0.503348,0.550264,0.610466,0.655871,0.69355,0.720065,0.711282,0.800093,0.88199,0.936091,0.968127,1.03149,1.13374,1.188
J-260,0.169778,0.294066,0.362809,0.405332,0.441143,0.475461,0.733051,0.784383,0.804107,0.783067,0.764399,0.770032,0.795176,0.82719,0.864437,0.902857,0.940158,0.9775,1.01778,1.06749,1.1096,1.142,1.14237,1.1611,1.21
J-261,0.155072,0.256814,0.288985,0.317229,0.343144,0.366817,0.76647,0.732955,0.716581,0.71621,0.719893,0.737675,0.766807,0.80282,0.837199,0.870412,0.90046,0.925408,0.953795,0.98676,1.03682,1.08603,1.15876,1.20536,1.23486
J-262,0.105111,0.208759,0.25544,0.293784,0.330218,0.371091,0.855739,0.837172,0.811012,0.792128,0.793058,0.815509,0.849011,0.889409,0.927456,0.96265,0.993235,1.01571,1.04515,1.08082,1.12123,1.16293,1.24266,1.28688,1.33236
J-263,0.172428,0.27535,0.322486,0.361433,0.398678,0.440507,0.92828,0.910052,0.883887,0.864772,0.865883,0.888464,0.922012,0.962455,1.00066,1.03601,1.06674,1.08922,1.11898,1.15425,1.19388,1.23482,1.31502,1.36232,1.41035
J-264,9.34877,9.05498,8.97337,9.05303,9.31217,9.75039,10.6917,12.2505,13.4991,13.8691,14.035,14.0601,14.0096,13.8352,13.7974,13.8373,13.9933,14.4007,15.0244,15.7414,15.9385,15.6446,12.5069,10.9834,10.6122
J-265,1.20651,1.22472,1.25335,1.2908,1.3453,1.4192,1.72937,1.84468,1.9247,1.96395,2.00004,2.03512,2.06963,2.10033,2.13546,2.17275,2.21362,2.26242,2.33,2.3925,2.4282,2.45024,2.3557,2.30821,2.31485
J-266,0.671847,0.677927,0.705771,0.740411,0.790035,0.856205,1.14901,1.24479,1.31062,1.34488,1.37892,1.41425,1.44978,1.48302,1.51892,1.55601,1.59531,1.64011,1.70108,1.75511,1.79075,1.81779,1.76088,1.73056,1.74074
J-267,53.018,52.9329,53.0237,53.224,53.5364,53.9475,54.7897,55.7044,56.3486,56.5783,56.6953,56.7219,56.7012,56.617,56.6144,56.6555,56.7566,56.9872,57.3164,57.6563,57.6882,57.4607,55.8228,55.1788,55.1874
J-268,0.22116,0.223679,0.255994,0.285591,0.313015,0.337911,0.530087,0.51705,0.485839,0.45803,0.479763,0.524015,0.562263,0.598041,0.638603,0.676567,0.710938,0.755362,0.812393,0.883217,0.936827,0.970982,1.00399,1.09263,1.14605
J-269,0.353772,0.384384,0.426649,0.461395,0.48752,0.515783,0.991638,0.928676,0.878703,0.859862,0.862077,0.88512,0.919413,0.962508,0.99999,1.03346,1.06047,1.07488,1.08779,1.09684,1.12837,1.18182,1.3361,1.42407,1.47309
J-27,0.167732,0.257661,0.295875,0.329083,0.361211,0.394969,0.745397,0.767388,0.752855,0.728769,0.726264,0.74736,0.780227,0.819352,0.858098,0.89451,0.927043,0.952896,0.98953,1.03549,1.07752,1.11333,1.15243,1.16073,1.20749
J-270,0.301206,0.334157,0.377311,0.413105,0.440115,0.468819,0.948095,0.886431,0.838142,0.820308,0.822998,0.846176,0.880437,0.923318,0.960773,0.994346,1.02165,1.03675,1.05089,1.06182,1.09419,1.14701,1.29638,1.38232,1.43052
J-271,0.329594,0.336361,0.372055,0.404634,0.429408,0.444365,0.596485,0.547734,0.461618,0.431892,0.48574,0.532751,0.570277,0.59806,0.633148,0.670895,0.712544,0.764439,0.821833,0.915296,0.980339,1.00692,0.994681,1.18113,1.27149
J-272,0.19833,0.222694,0.262189,0.297716,0.325879,0.345667,0.454883,0.433192,0.393227,0.422294,0.472938,0.515114,0.552881,0.586211,0.622516,0.660442,0.70093,0.747608,0.816478,0.901114,0.958052,0.986242,0.932229,1.07345,1.14796
J-273,0.492529,0.474669,0.465441,0.465441,0.476689,0.499182,0.536295,0.618102,0.679119,0.699765,0.708292,0.708292,0.704131,0.693515,0.689553,0.689553,0.695598,0.714518,0.745384,0.782708,0.792996,0.776325,0.615763,0.525378,0.492529
J-274,75.7763,75.3422,75.2061,75.3763,75.8953,76.7225,78.2335,80.295,81.6176,82.0289,82.1988,82.2037,82.1299,81.9316,81.8712,81.8919,82.0316,82.415,82.9979,83.6393,83.7749,83.4498,80.222,78.1845,77.5607
J-275,1.83048,1.88159,1.91613,1.95999,2.017,2.08768,2.48438,2.58396,2.63398,2.63391,2.64793,2.675,2.70682,2.7375,2.77429,2.81235,2.85226,2.89596,2.97539,3.06786,3.11737,3.12631,2.99762,2.9584,2.99464
J-276,0.163438,0.23854,0.270764,0.300542,0.327729,0.352057,0.776996,0.74165,0.721037,0.716892,0.720707,0.739862,0.769677,0.806064,0.840613,0.873767,0.903456,0.927463,0.954939,0.985291,1.03029,1.07644,1.15509,1.21097,1.24785
J-277,0.173209,0.231351,0.264966,0.296173,0.324327,0.349196,0.786605,0.752245,0.731332,0.725834,0.729599,0.749133,0.779237,0.815813,0.850604,0.883922,0.913778,0.93793,0.965878,0.996521,1.04023,1.08545,1.16352,1.22015,1.25801
J-278,0.281585,0.313698,0.348022,0.380342,0.407218,0.42779,0.605336,0.566276,0.508962,0.473707,0.480772,0.513518,0.557498,0.613527,0.658677,0.696757,0.724513,0.734965,0.816109,0.901851,0.966367,0.991985,1.0544,1.1959,1.26879
J-279,0.810074,0.850755,0.875366,0.896941,0.915091,0.930744,1.24041,1.20256,1.17696,1.16927,1.17143,1.18624,1.20871,1.23655,1.26193,1.28564,1.30596,1.31993,1.3349,1.34952,1.3765,1.34913,2.2298,1.5579,1.59209
J-279a,0.207563,0.219871,0.251038,0.280042,0.306454,0.329569,0.515953,0.501977,0.464242,0.427207,0.461981,0.510063,0.547569,0.577596,0.615555,0.653432,0.691011,0.745645,0.808612,0.87716,0.928455,0.962796,0.983906,1.07705,1.13554
J-279b,0.260427,0.258405,0.283392,0.31074,0.337349,0.361779,0.572232,0.568543,0.53272,0.493395,0.513422,0.553922,0.591131,0.626168,0.665606,0.703458,0.738914,0.783239,0.838192,0.902671,0.952552,0.986433,1.01932,1.09476,1.15751
J-279c,0.269526,0.270135,0.294901,0.322252,0.349205,0.374243,0.588323,0.588472,0.555531,0.515753,0.530168,0.568357,0.604948,0.640855,0.68088,0.718827,0.753487,0.796289,0.849396,0.912937,0.961144,0.993353,1.02951,1.09999,1.16243
J-279d,0.294264,0.289709,0.307513,0.333945,0.363087,0.39241,0.616721,0.648239,0.629634,0.586468,0.587283,0.616578,0.650311,0.685422,0.725065,0.763129,0.798219,0.839664,0.89204,0.956404,1.00462,1.03509,1.05518,1.10415,1.1656
J-28,0.599507,0.629462,0.662437,0.691241,0.714551,0.73694,1.14741,1.10303,1.07078,1.05935,1.06232,1.08217,1.11194,1.14859,1.18194,1.21277,1.23922,1.25771,1.27789,1.29817,1.33258,1.37671,1.4783,1.54314,1.58254
J-280,0.363029,0.394939,0.438096,0.473481,0.499496,0.526512,0.998602,0.930677,0.877078,0.857708,0.859862,0.883068,0.917587,0.961197,0.998947,1.03248,1.05929,1.07311,1.08565,1.0953,1.12724,1.18027,1.34084,1.43335,1.48365
J-281,0.605452,0.653987,0.682873,0.708096,0.729312,0.747669,1.10998,1.06785,1.03977,1.03175,1.03458,1.0519,1.07818,1.11061,1.14032,1.16813,1.19212,1.20927,1.22806,1.24737,1.28086,1.32034,1.40946,1.47124,1.50962
J-282,0.880805,0.929872,0.960012,0.986731,1.0096,1.02969,1.39803,1.35759,1.33034,1.32235,1.32496,1.34194,1.36801,1.40026,1.43003,1.45793,1.48207,1.49948,1.51839,1.53782,1.57065,1.60907,1.6957,1.75823,1.79844
J-283,0.315004,0.346787,0.389461,0.424674,0.45145,0.480634,0.959431,0.897288,0.848085,0.829825,0.832383,0.85558,0.889907,0.932969,0.970468,1.00399,1.03117,1.04587,1.05916,1.06826,1.09996,1.15371,1.30628,1.39318,1.44191
J-284,0.0470619,0.101948,0.148158,0.187983,0.222698,0.262139,0.805274,0.772954,0.7471,0.735167,0.739715,0.762428,0.795134,0.834204,0.870764,0.904954,0.935119,0.958249,0.986466,1.0171,1.05489,1.09829,1.18293,1.24004,1.28065
J-285,0.280221,0.313005,0.348497,0.381417,0.408176,0.428002,0.598505,0.55822,0.500002,0.468881,0.47859,0.511374,0.5552,0.610476,0.655122,0.693155,0.721545,0.733407,0.815366,0.909906,0.974453,0.999889,1.0472,1.1925,1.26675
J-286,0.20647,0.217308,0.252034,0.282122,0.309565,0.33411,0.524607,0.511739,0.477147,0.44403,0.466157,0.511364,0.54956,0.584574,0.625457,0.663539,0.697617,0.744168,0.804265,0.874634,0.928027,0.962376,0.994779,1.08387,1.14084
J-287,0.204146,0.215024,0.243782,0.271843,0.297977,0.321488,0.514164,0.503672,0.46955,0.436141,0.468907,0.514323,0.552057,0.584424,0.622704,0.660488,0.697624,0.747484,0.807389,0.876804,0.929329,0.963474,0.983457,1.06702,1.12507
J-288,0.206465,0.215354,0.247582,0.276828,0.303694,0.327665,0.517923,0.506465,0.473295,0.441184,0.465395,0.510669,0.5487,0.582969,0.623168,0.661134,0.695968,0.743367,0.80315,0.874945,0.927951,0.962633,0.98891,1.07415,1.1301
J-289,1.9334,1.94104,1.95254,1.98505,2.04319,2.12769,2.63048,2.80116,2.93075,2.97488,2.99944,3.01743,3.03411,3.04056,3.06188,3.09165,3.13318,3.20078,3.30075,3.41603,3.47439,3.37048,3.9764,2.99767,2.95928
J-29,0.229653,0.232611,0.251761,0.276174,0.301251,0.326431,0.562878,0.547881,0.521026,0.498548,0.515125,0.553883,0.592705,0.633292,0.674287,0.711661,0.743998,0.778064,0.832107,0.896968,0.949469,0.986046,1.03169,1.10228,1.15184
